DP_KEY,EM_LOS_DESC,ICD_ROOT,ICD_DESCRIPTION,REPRESENTATIVE_ICD,PROC_GROUP,n,n_valid,n_null,n_total,pct_valid,count_1,count_2,count_3,count_4,count_5,mode_los,mode_conf,HAL_0.90,delta_hal_minus_mode,entropy,gini,is_tie,feasible_levels,stoplight
10,Evaluation and Management Level of Service Links for ALL,Q30,Choanal atresia,Q30.0,ESTAV,6,6,6,12,0.5,0,0,0,6,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q31,Web of larynx,Q31.0,ESTAV,7,7,7,14,0.5,0,0,0,7,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q32,Congenital tracheomalacia,Q32.0,ESTAV,5,5,5,10,0.5,0,0,0,5,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q33,Congenital cystic lung,Q33.0,ESTAV,9,9,9,18,0.5,0,0,0,9,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q34,Anomaly of pleura,Q34.0,ESTAV,4,4,4,8,0.5,0,0,0,4,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,Q35,Cleft hard palate,Q35.1,ESTAV,5,5,5,10,0.5,0,0,0,5,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q36,"Cleft lip, bilateral",Q36.0,ESTAV,3,3,3,6,0.5,0,0,0,3,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,Q37,Cleft hard palate with bilateral cleft lip,Q37.0,ESTAV,8,8,8,16,0.5,0,0,0,8,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q38,"Congenital malformations of lips, not elsewhere classified",Q38.0,ESTAV,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q39,Atresia of esophagus without fistula,Q39.0,ESTAV,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q40,Congenital hypertrophic pyloric stenosis,Q40.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q41,"Congenital absence, atresia and stenosis of duodenum",Q41.0,ESTAV,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q42,"Congenital absence, atresia and stenosis of rectum with fistula",Q42.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q43,Meckel's diverticulum (displaced) (hypertrophic),Q43.0,ESTAV,10,10,10,20,0.5,0,0,10,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q44,"Agenesis, aplasia and hypoplasia of gallbladder",Q44.0,ESTAV,11,11,11,22,0.5,0,0,11,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q45,"Agenesis, aplasia and hypoplasia of pancreas",Q45.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q50,"Congenital absence of ovary, unilateral",Q50.01,ESTAV,10,10,10,20,0.5,0,0,10,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q51,Agenesis and aplasia of uterus,Q51.0,ESTAV,20,20,20,40,0.5,0,0,20,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q52,Congenital absence of vagina,Q52.0,ESTAV,20,20,20,40,0.5,0,0,20,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q53,"Ectopic testis, unspecified",Q53.00,ESTAV,16,16,16,32,0.5,0,0,16,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q54,"Hypospadias, balanic",Q54.0,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q55,Absence and aplasia of testis,Q55.0,ESTAV,18,18,18,36,0.5,0,0,18,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q56,"Hermaphroditism, not elsewhere classified",Q56.0,ESTAV,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q60,"Renal agenesis, unilateral",Q60.0,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q61,"Congenital renal cyst, unspecified",Q61.00,ESTAV,11,11,11,22,0.5,0,0,11,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q62,Congenital hydronephrosis,Q62.0,ESTAV,17,17,17,34,0.5,0,0,17,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q63,Accessory kidney,Q63.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q64,Epispadias,Q64.0,ESTAV,22,22,22,44,0.5,0,0,22,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q65,"Congenital dislocation of unspecified hip, unilateral",Q65.00,ESTAV,15,15,15,30,0.5,0,0,15,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q66,Congenital talipes equinovarus,Q66.0,ESTAV,41,41,41,82,0.5,0,0,41,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q67,Congenital facial asymmetry,Q67.0,ESTAV,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q68,Congenital deformity of sternocleidomastoid muscle,Q68.0,ESTAV,8,8,8,16,0.5,0,0,8,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q69,Accessory finger(s),Q69.0,ESTAV,4,4,4,8,0.5,0,0,4,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,Q70,"Fused fingers, unspecified hand",Q70.00,ESTAV,18,18,18,36,0.5,0,0,18,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q71,Congenital complete absence of unspecified upper limb,Q71.00,ESTAV,40,40,40,80,0.5,0,0,40,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q72,Congenital complete absence of unspecified lower limb,Q72.00,ESTAV,44,44,44,88,0.5,0,0,44,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q73,Congenital absence of unspecified limb(s),Q73.0,ESTAV,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,Q74,"Other congenital malformations of upper limb(s), including shoulder girdle",Q74.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q75,Craniosynostosis,Q75.0,ESTAV,23,23,23,46,0.5,0,0,23,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q76,Spina bifida occulta,Q76.0,ESTAV,21,21,21,42,0.5,0,0,21,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q77,Achondrogenesis,Q77.0,ESTAV,10,10,10,20,0.5,0,0,10,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q78,Osteogenesis imperfecta,Q78.0,ESTAV,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q79,Congenital diaphragmatic hernia,Q79.0,ESTAV,15,15,15,30,0.5,0,0,15,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q80,Ichthyosis vulgaris,Q80.0,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q81,Epidermolysis bullosa simplex,Q81.0,ESTAV,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q82,Hereditary lymphedema,Q82.0,ESTAV,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q83,Congenital absence of breast with absent nipple,Q83.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q84,Congenital alopecia,Q84.0,ESTAV,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q85,"Neurofibromatosis, unspecified",Q85.00,ESTAV,12,12,12,24,0.5,0,0,7,5,0,3,0.5833333333333334,4,1.0,0.9798687566511528,0.48611111111111105,0,"3,4",RED
10,Evaluation and Management Level of Service Links for ALL,Q86,Fetal alcohol syndrome (dysmorphic),Q86.0,ESTAV,4,4,4,8,0.5,0,0,4,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,Q87,Congenital malformation syndromes predominantly affecting facial appearance,Q87.0,ESTAV,19,19,19,38,0.5,0,0,19,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q89,Asplenia (congenital),Q89.01,ESTAV,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q90,"Trisomy 21, nonmosaicism (meiotic nondisjunction)",Q90.0,ESTAV,4,4,4,8,0.5,0,0,4,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,Q91,"Trisomy 18, nonmosaicism (meiotic nondisjunction)",Q91.0,ESTAV,8,8,8,16,0.5,0,0,8,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q92,"Whole chromosome trisomy, nonmosaicism (meiotic nondisjunction)",Q92.0,ESTAV,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q93,"Whole chromosome monosomy, nonmosaicism (meiotic nondisjunction)",Q93.0,ESTAV,15,15,15,30,0.5,0,0,15,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q95,Balanced translocation and insertion in normal individual,Q95.0,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q96,"Karyotype 45, X",Q96.0,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q97,"Karyotype 47, XXX",Q97.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q98,"Klinefelter syndrome karyotype 47, XXY",Q98.0,ESTAV,9,9,9,18,0.5,0,0,9,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,Q99,"Chimera 46, XX/46, XY",Q99.0,ESTAV,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R00,"Tachycardia, unspecified",R00.0,ESTAV,5,5,5,10,0.5,0,0,4,1,0,3,0.8,4,1.0,0.7219280948873623,0.31999999999999984,0,"3,4",GREEN
10,Evaluation and Management Level of Service Links for ALL,R01,Benign and innocent cardiac murmurs,R01.0,ESTAV,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R03,"Elevated blood-pressure reading, without diagnosis of hypertension",R03.0,ESTAV,2,2,2,4,0.5,0,0,2,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R04,Epistaxis,R04.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R05,Cough,R05,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R06,"Dyspnea, unspecified",R06.00,ESTAV,17,17,17,34,0.5,0,0,17,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R07,Pain in throat,R07.0,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R09,Asphyxia,R09.01,ESTAV,12,12,12,24,0.5,0,0,11,1,0,3,0.9166666666666666,3,0.0,0.41381685030363374,0.1527777777777779,0,"3,4",GREEN
10,Evaluation and Management Level of Service Links for ALL,R10,Acute abdomen,R10.0,ESTAV,29,29,29,58,0.5,0,0,29,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R11,Nausea,R11.0,ESTAV,8,8,8,16,0.5,0,0,8,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R12,Heartburn,R12,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R13,Aphagia,R13.0,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R14,Abdominal distension (gaseous),R14.0,ESTAV,4,4,4,8,0.5,0,0,4,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R15,Incomplete defecation,R15.0,ESTAV,4,4,4,8,0.5,0,0,4,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R16,"Hepatomegaly, not elsewhere classified",R16.0,ESTAV,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R17,Unspecified jaundice,R17,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R18,Malignant ascites,R18.0,ESTAV,2,2,2,4,0.5,0,0,2,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R19,"Intra-abdominal and pelvic swelling, mass and lump, unspecified site",R19.00,ESTAV,26,26,26,52,0.5,0,0,26,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R20,Anesthesia of skin,R20.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R21,Rash and other nonspecific skin eruption,R21,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R22,"Localized swelling, mass and lump, head",R22.0,ESTAV,12,12,12,24,0.5,0,0,12,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R23,Cyanosis,R23.0,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R25,Abnormal head movements,R25.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R26,Ataxic gait,R26.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R27,"Ataxia, unspecified",R27.0,ESTAV,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R29,Tetany,R29.0,ESTAV,57,57,57,114,0.5,0,0,14,43,0,4,0.7543859649122807,4,0.0,0.8042522359016422,0.3705755617112958,0,"3,4",AMBER
10,Evaluation and Management Level of Service Links for ALL,R30,Dysuria,R30.0,ESTAV,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R31,Gross hematuria,R31.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R32,Unspecified urinary incontinence,R32,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R33,Drug induced retention of urine,R33.0,ESTAV,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R34,Anuria and oliguria,R34,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R35,Frequency of micturition,R35.0,ESTAV,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R36,Urethral discharge without blood,R36.0,ESTAV,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R37,"Sexual dysfunction, unspecified",R37,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R39,Extravasation of urine,R39.0,ESTAV,18,18,18,36,0.5,0,0,18,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R40,Somnolence,R40.0,ESTAV,105,105,105,210,0.5,0,0,0,105,0,4,1.0,4,0.0,-0.0,0.0,0,4,GREEN
10,Evaluation and Management Level of Service Links for ALL,R41,"Disorientation, unspecified",R41.0,ESTAV,16,16,16,32,0.5,0,0,16,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R42,Dizziness and giddiness,R42,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R43,Anosmia,R43.0,ESTAV,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R44,Auditory hallucinations,R44.0,ESTAV,6,6,6,12,0.5,0,0,3,3,0,3,0.5,4,1.0,1.0,0.5,1,"3,4",RED
10,Evaluation and Management Level of Service Links for ALL,R45,Nervousness,R45.0,ESTAV,18,18,18,36,0.5,0,0,18,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R46,Very low level of personal hygiene,R46.0,ESTAV,10,10,10,20,0.5,0,0,10,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R47,Aphasia,R47.01,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R48,Dyslexia and alexia,R48.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R49,Dysphonia,R49.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R50,Drug induced fever,R50.2,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R51,Headache,R51,ESTAV,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R52,"Pain, unspecified",R52,ESTAV,1,1,1,2,0.5,0,0,0,1,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,R53,Neoplastic (malignant) related fatigue,R53.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R54,Age-related physical debility,R54,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R55,Syncope and collapse,R55,ESTAV,1,1,1,2,0.5,0,0,0,1,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,R56,Simple febrile convulsions,R56.00,ESTAV,4,4,4,8,0.5,0,0,0,4,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,R57,Cardiogenic shock,R57.0,ESTAV,4,4,4,8,0.5,0,0,0,4,0,4,1.0,4,0.0,-0.0,0.0,0,4,RED
10,Evaluation and Management Level of Service Links for ALL,R58,"Hemorrhage, not elsewhere classified",R58,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R59,Localized enlarged lymph nodes,R59.0,ESTAV,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R60,Localized edema,R60.0,ESTAV,3,3,3,6,0.5,0,0,3,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R61,Generalized hyperhidrosis,R61,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R62,Delayed milestone in childhood,R62.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R63,Anorexia,R63.0,ESTAV,12,12,12,24,0.5,0,0,12,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R64,Cachexia,R64,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R65,Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction,R65.10,ESTAV,4,4,4,8,0.5,0,0,3,1,0,3,0.75,4,1.0,0.8112781244591328,0.375,0,"3,4",RED
10,Evaluation and Management Level of Service Links for ALL,R68,"Hypothermia, not associated with low environmental temperature",R68.0,ESTAV,12,12,12,24,0.5,0,0,12,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R69,"Illness, unspecified",R69,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R70,Elevated erythrocyte sedimentation rate,R70.0,ESTAV,2,2,2,4,0.5,0,0,2,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R71,Precipitous drop in hematocrit,R71.0,ESTAV,2,2,2,4,0.5,0,0,2,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R73,Impaired fasting glucose,R73.01,ESTAV,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R74,Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH],R74.0,ESTAV,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R75,Inconclusive laboratory evidence of human immunodeficiency virus [HIV],R75,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
10,Evaluation and Management Level of Service Links for ALL,R76,Raised antibody titer,R76.0,ESTAV,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R77,Abnormality of albumin,R77.0,ESTAV,5,5,5,10,0.5,0,0,5,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R78,Finding of alcohol in blood,R78.0,ESTAV,12,12,12,24,0.5,0,0,11,1,0,3,0.9166666666666666,3,0.0,0.41381685030363374,0.1527777777777779,0,"3,4",GREEN
10,Evaluation and Management Level of Service Links for ALL,R79,Abnormal level of blood mineral,R79.0,ESTAV,7,7,7,14,0.5,0,0,7,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R80,Isolated proteinuria,R80.0,ESTAV,6,6,6,12,0.5,0,0,6,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,GREEN
10,Evaluation and Management Level of Service Links for ALL,R81,Glycosuria,R81,ESTAV,1,1,1,2,0.5,0,0,1,0,0,3,1.0,3,0.0,-0.0,0.0,0,3,RED
